t,step,label,ts
1,19,19_cb_advances,1757762735523815810
2,19,19_cb_advances,1757762735544393795
3,19,19_cb_advances,1757762735557085404
4,19,19_cb_advances,1757762735569631265
5,19,19_cb_advances,1757762735581812684
6,19,19_cb_advances,1757762735594855047
7,19,19_cb_advances,1757762735608802386
8,19,19_cb_advances,1757762735623569893
9,19,19_cb_advances,1757762735639737580
10,19,19_cb_advances,1757762735652743018
11,19,19_cb_advances,1757762735667835574
12,19,19_cb_advances,1757762735682373449
13,19,19_cb_advances,1757762735697837440
14,19,19_cb_advances,1757762735712830300
15,19,19_cb_advances,1757762735727098887
16,19,19_cb_advances,1757762735741358957
17,19,19_cb_advances,1757762735757856887
18,19,19_cb_advances,1757762735772018711
19,19,19_cb_advances,1757762735787734480
20,19,19_cb_advances,1757762735800583201
21,19,19_cb_advances,1757762735815410992
22,19,19_cb_advances,1757762735828062071
23,19,19_cb_advances,1757762735841943816
24,19,19_cb_advances,1757762735854789993
25,19,19_cb_advances,1757762735866629792
26,19,19_cb_advances,1757762735876409132
27,19,19_cb_advances,1757762735890406535
28,19,19_cb_advances,1757762735902606822
29,19,19_cb_advances,1757762735916041902
30,19,19_cb_advances,1757762735928552395
31,19,19_cb_advances,1757762735943065781
32,19,19_cb_advances,1757762735955817061
33,19,19_cb_advances,1757762735971574722
34,19,19_cb_advances,1757762735984170801
35,19,19_cb_advances,1757762735998786908
36,19,19_cb_advances,1757762736011631867
37,19,19_cb_advances,1757762736023423108
38,19,19_cb_advances,1757762736034525205
39,19,19_cb_advances,1757762736044367146
40,19,19_cb_advances,1757762736057395491
41,19,19_cb_advances,1757762736068429789
42,19,19_cb_advances,1757762736080795449
43,19,19_cb_advances,1757762736092879874
44,19,19_cb_advances,1757762736104475810
45,19,19_cb_advances,1757762736116812231
46,19,19_cb_advances,1757762736128322466
47,19,19_cb_advances,1757762736142295049
48,19,19_cb_advances,1757762736164418695
49,19,19_cb_advances,1757762736177299197
50,19,19_cb_advances,1757762736190855256
51,19,19_cb_advances,1757762736204690509
52,19,19_cb_advances,1757762736218098436
53,19,19_cb_advances,1757762736228021535
54,19,19_cb_advances,1757762736239746100
55,19,19_cb_advances,1757762736253270966
56,19,19_cb_advances,1757762736266314142
57,19,19_cb_advances,1757762736278482879
58,19,19_cb_advances,1757762736290165419
59,19,19_cb_advances,1757762736302898717
60,19,19_cb_advances,1757762736315481904
61,19,19_cb_advances,1757762736326246028
62,19,19_cb_advances,1757762736337576392
63,19,19_cb_advances,1757762736349756049
64,19,19_cb_advances,1757762736361272770
65,19,19_cb_advances,1757762736373129358
66,19,19_cb_advances,1757762736385343790
67,19,19_cb_advances,1757762736397417367
68,19,19_cb_advances,1757762736409246843
69,19,19_cb_advances,1757762736422235164
70,19,19_cb_advances,1757762736433730967
71,19,19_cb_advances,1757762736447687170
72,19,19_cb_advances,1757762736460960939
73,19,19_cb_advances,1757762736475832229
74,19,19_cb_advances,1757762736490315910
75,19,19_cb_advances,1757762736504872891
76,19,19_cb_advances,1757762736519594209
77,19,19_cb_advances,1757762736531114333
78,19,19_cb_advances,1757762736544640038
79,19,19_cb_advances,1757762736557200089
