t,step,max_row_abs,max_col_abs
12,3,0.000000000000e+00,0.000000000000e+00
12,7,0.000000000000e+00,0.000000000000e+00
12,12,0.000000000000e+00,0.000000000000e+00
12,16,0.000000000000e+00,0.000000000000e+00
12,19,0.000000000000e+00,0.000000000000e+00
13,3,0.000000000000e+00,0.000000000000e+00
13,7,0.000000000000e+00,0.000000000000e+00
13,12,0.000000000000e+00,0.000000000000e+00
13,16,0.000000000000e+00,0.000000000000e+00
13,19,0.000000000000e+00,0.000000000000e+00
14,3,0.000000000000e+00,0.000000000000e+00
14,7,0.000000000000e+00,0.000000000000e+00
14,12,0.000000000000e+00,0.000000000000e+00
14,16,0.000000000000e+00,0.000000000000e+00
14,19,0.000000000000e+00,0.000000000000e+00
15,3,0.000000000000e+00,0.000000000000e+00
15,7,0.000000000000e+00,0.000000000000e+00
15,12,0.000000000000e+00,0.000000000000e+00
15,16,0.000000000000e+00,0.000000000000e+00
15,19,0.000000000000e+00,0.000000000000e+00
16,3,0.000000000000e+00,0.000000000000e+00
16,7,0.000000000000e+00,0.000000000000e+00
16,12,0.000000000000e+00,0.000000000000e+00
16,16,0.000000000000e+00,0.000000000000e+00
16,19,0.000000000000e+00,0.000000000000e+00
17,3,0.000000000000e+00,0.000000000000e+00
17,7,0.000000000000e+00,0.000000000000e+00
17,12,0.000000000000e+00,0.000000000000e+00
17,16,0.000000000000e+00,0.000000000000e+00
17,19,0.000000000000e+00,0.000000000000e+00
18,3,0.000000000000e+00,0.000000000000e+00
18,7,0.000000000000e+00,0.000000000000e+00
18,12,0.000000000000e+00,0.000000000000e+00
18,16,0.000000000000e+00,0.000000000000e+00
18,19,0.000000000000e+00,0.000000000000e+00
19,3,0.000000000000e+00,0.000000000000e+00
19,7,0.000000000000e+00,0.000000000000e+00
19,12,0.000000000000e+00,0.000000000000e+00
19,16,0.000000000000e+00,0.000000000000e+00
19,19,0.000000000000e+00,0.000000000000e+00
20,3,0.000000000000e+00,0.000000000000e+00
20,7,0.000000000000e+00,0.000000000000e+00
20,12,0.000000000000e+00,0.000000000000e+00
20,16,0.000000000000e+00,0.000000000000e+00
20,19,0.000000000000e+00,0.000000000000e+00
21,3,0.000000000000e+00,0.000000000000e+00
21,7,0.000000000000e+00,0.000000000000e+00
21,12,0.000000000000e+00,0.000000000000e+00
21,16,0.000000000000e+00,0.000000000000e+00
21,19,0.000000000000e+00,0.000000000000e+00
22,3,0.000000000000e+00,0.000000000000e+00
22,7,0.000000000000e+00,0.000000000000e+00
22,12,0.000000000000e+00,0.000000000000e+00
22,16,0.000000000000e+00,0.000000000000e+00
22,19,0.000000000000e+00,0.000000000000e+00
23,3,0.000000000000e+00,0.000000000000e+00
23,7,0.000000000000e+00,0.000000000000e+00
23,12,0.000000000000e+00,0.000000000000e+00
23,16,0.000000000000e+00,0.000000000000e+00
23,19,0.000000000000e+00,0.000000000000e+00
24,3,0.000000000000e+00,0.000000000000e+00
24,7,0.000000000000e+00,0.000000000000e+00
24,12,0.000000000000e+00,0.000000000000e+00
24,16,0.000000000000e+00,0.000000000000e+00
24,19,0.000000000000e+00,0.000000000000e+00
25,3,0.000000000000e+00,0.000000000000e+00
25,7,0.000000000000e+00,0.000000000000e+00
25,12,0.000000000000e+00,0.000000000000e+00
25,16,0.000000000000e+00,0.000000000000e+00
25,19,0.000000000000e+00,0.000000000000e+00
26,3,0.000000000000e+00,0.000000000000e+00
26,7,0.000000000000e+00,0.000000000000e+00
26,12,0.000000000000e+00,0.000000000000e+00
26,16,0.000000000000e+00,0.000000000000e+00
26,19,0.000000000000e+00,0.000000000000e+00
27,3,0.000000000000e+00,0.000000000000e+00
27,7,0.000000000000e+00,0.000000000000e+00
27,12,0.000000000000e+00,0.000000000000e+00
27,16,0.000000000000e+00,0.000000000000e+00
27,19,0.000000000000e+00,0.000000000000e+00
28,3,0.000000000000e+00,0.000000000000e+00
28,7,0.000000000000e+00,0.000000000000e+00
28,12,0.000000000000e+00,0.000000000000e+00
28,16,0.000000000000e+00,0.000000000000e+00
28,19,0.000000000000e+00,0.000000000000e+00
29,3,0.000000000000e+00,0.000000000000e+00
29,7,0.000000000000e+00,0.000000000000e+00
29,12,0.000000000000e+00,0.000000000000e+00
29,16,0.000000000000e+00,0.000000000000e+00
29,19,0.000000000000e+00,0.000000000000e+00
30,3,0.000000000000e+00,0.000000000000e+00
30,7,0.000000000000e+00,0.000000000000e+00
30,12,0.000000000000e+00,0.000000000000e+00
30,16,0.000000000000e+00,0.000000000000e+00
30,19,0.000000000000e+00,0.000000000000e+00
31,3,0.000000000000e+00,0.000000000000e+00
31,7,0.000000000000e+00,0.000000000000e+00
31,12,0.000000000000e+00,0.000000000000e+00
31,16,0.000000000000e+00,0.000000000000e+00
31,19,0.000000000000e+00,0.000000000000e+00
32,3,0.000000000000e+00,0.000000000000e+00
32,7,0.000000000000e+00,0.000000000000e+00
32,12,0.000000000000e+00,0.000000000000e+00
32,16,0.000000000000e+00,0.000000000000e+00
32,19,0.000000000000e+00,0.000000000000e+00
33,3,0.000000000000e+00,0.000000000000e+00
33,7,0.000000000000e+00,0.000000000000e+00
33,12,0.000000000000e+00,0.000000000000e+00
33,16,0.000000000000e+00,0.000000000000e+00
33,19,0.000000000000e+00,0.000000000000e+00
34,3,0.000000000000e+00,0.000000000000e+00
34,7,0.000000000000e+00,0.000000000000e+00
34,12,0.000000000000e+00,0.000000000000e+00
34,16,0.000000000000e+00,0.000000000000e+00
34,19,0.000000000000e+00,0.000000000000e+00
35,3,0.000000000000e+00,0.000000000000e+00
35,7,0.000000000000e+00,0.000000000000e+00
35,12,0.000000000000e+00,0.000000000000e+00
35,16,0.000000000000e+00,0.000000000000e+00
35,19,0.000000000000e+00,0.000000000000e+00
36,3,0.000000000000e+00,0.000000000000e+00
36,7,0.000000000000e+00,0.000000000000e+00
36,12,0.000000000000e+00,0.000000000000e+00
36,16,0.000000000000e+00,0.000000000000e+00
36,19,0.000000000000e+00,0.000000000000e+00
37,3,0.000000000000e+00,0.000000000000e+00
37,7,0.000000000000e+00,0.000000000000e+00
37,12,0.000000000000e+00,0.000000000000e+00
37,16,0.000000000000e+00,0.000000000000e+00
37,19,0.000000000000e+00,0.000000000000e+00
38,3,0.000000000000e+00,0.000000000000e+00
38,7,0.000000000000e+00,0.000000000000e+00
38,12,0.000000000000e+00,0.000000000000e+00
38,16,0.000000000000e+00,0.000000000000e+00
38,19,0.000000000000e+00,0.000000000000e+00
39,3,0.000000000000e+00,0.000000000000e+00
39,7,0.000000000000e+00,0.000000000000e+00
39,12,0.000000000000e+00,0.000000000000e+00
39,16,0.000000000000e+00,0.000000000000e+00
39,19,0.000000000000e+00,0.000000000000e+00
40,3,0.000000000000e+00,0.000000000000e+00
40,7,0.000000000000e+00,0.000000000000e+00
40,12,0.000000000000e+00,0.000000000000e+00
40,16,0.000000000000e+00,0.000000000000e+00
40,19,0.000000000000e+00,0.000000000000e+00
41,3,0.000000000000e+00,0.000000000000e+00
41,7,0.000000000000e+00,0.000000000000e+00
41,12,0.000000000000e+00,0.000000000000e+00
41,16,0.000000000000e+00,0.000000000000e+00
41,19,0.000000000000e+00,0.000000000000e+00
42,3,0.000000000000e+00,0.000000000000e+00
42,7,0.000000000000e+00,0.000000000000e+00
42,12,0.000000000000e+00,0.000000000000e+00
42,16,0.000000000000e+00,0.000000000000e+00
42,19,0.000000000000e+00,0.000000000000e+00
43,3,0.000000000000e+00,0.000000000000e+00
43,7,0.000000000000e+00,0.000000000000e+00
43,12,0.000000000000e+00,0.000000000000e+00
43,16,0.000000000000e+00,0.000000000000e+00
43,19,0.000000000000e+00,0.000000000000e+00
44,3,0.000000000000e+00,0.000000000000e+00
44,7,0.000000000000e+00,0.000000000000e+00
44,12,0.000000000000e+00,0.000000000000e+00
44,16,0.000000000000e+00,0.000000000000e+00
44,19,0.000000000000e+00,0.000000000000e+00
45,3,0.000000000000e+00,0.000000000000e+00
45,7,0.000000000000e+00,0.000000000000e+00
45,12,0.000000000000e+00,0.000000000000e+00
45,16,0.000000000000e+00,0.000000000000e+00
45,19,0.000000000000e+00,0.000000000000e+00
46,3,0.000000000000e+00,0.000000000000e+00
46,7,0.000000000000e+00,0.000000000000e+00
46,12,0.000000000000e+00,0.000000000000e+00
46,16,0.000000000000e+00,0.000000000000e+00
46,19,0.000000000000e+00,0.000000000000e+00
47,3,0.000000000000e+00,0.000000000000e+00
47,7,0.000000000000e+00,0.000000000000e+00
47,12,0.000000000000e+00,0.000000000000e+00
47,16,0.000000000000e+00,0.000000000000e+00
47,19,0.000000000000e+00,0.000000000000e+00
48,3,0.000000000000e+00,0.000000000000e+00
48,7,0.000000000000e+00,0.000000000000e+00
48,12,0.000000000000e+00,0.000000000000e+00
48,16,0.000000000000e+00,0.000000000000e+00
48,19,0.000000000000e+00,0.000000000000e+00
49,3,0.000000000000e+00,0.000000000000e+00
49,7,0.000000000000e+00,0.000000000000e+00
49,12,0.000000000000e+00,0.000000000000e+00
49,16,0.000000000000e+00,0.000000000000e+00
49,19,0.000000000000e+00,0.000000000000e+00
50,3,0.000000000000e+00,0.000000000000e+00
50,7,0.000000000000e+00,0.000000000000e+00
50,12,0.000000000000e+00,0.000000000000e+00
50,16,0.000000000000e+00,0.000000000000e+00
50,19,0.000000000000e+00,0.000000000000e+00
51,3,0.000000000000e+00,0.000000000000e+00
51,7,0.000000000000e+00,0.000000000000e+00
51,12,0.000000000000e+00,0.000000000000e+00
51,16,0.000000000000e+00,0.000000000000e+00
51,19,0.000000000000e+00,0.000000000000e+00
52,3,0.000000000000e+00,0.000000000000e+00
52,7,0.000000000000e+00,0.000000000000e+00
52,12,0.000000000000e+00,0.000000000000e+00
52,16,0.000000000000e+00,0.000000000000e+00
52,19,0.000000000000e+00,0.000000000000e+00
53,3,0.000000000000e+00,0.000000000000e+00
53,7,0.000000000000e+00,0.000000000000e+00
53,12,0.000000000000e+00,0.000000000000e+00
53,16,0.000000000000e+00,0.000000000000e+00
53,19,0.000000000000e+00,0.000000000000e+00
54,3,0.000000000000e+00,0.000000000000e+00
54,7,0.000000000000e+00,0.000000000000e+00
54,12,0.000000000000e+00,0.000000000000e+00
54,16,0.000000000000e+00,0.000000000000e+00
54,19,0.000000000000e+00,0.000000000000e+00
55,3,0.000000000000e+00,0.000000000000e+00
55,7,0.000000000000e+00,0.000000000000e+00
55,12,0.000000000000e+00,0.000000000000e+00
55,16,0.000000000000e+00,0.000000000000e+00
55,19,0.000000000000e+00,0.000000000000e+00
56,3,0.000000000000e+00,0.000000000000e+00
56,7,0.000000000000e+00,0.000000000000e+00
56,12,0.000000000000e+00,0.000000000000e+00
56,16,0.000000000000e+00,0.000000000000e+00
56,19,0.000000000000e+00,0.000000000000e+00
57,3,0.000000000000e+00,0.000000000000e+00
57,7,0.000000000000e+00,0.000000000000e+00
57,12,0.000000000000e+00,0.000000000000e+00
57,16,0.000000000000e+00,0.000000000000e+00
57,19,0.000000000000e+00,0.000000000000e+00
58,3,0.000000000000e+00,0.000000000000e+00
58,7,0.000000000000e+00,0.000000000000e+00
58,12,0.000000000000e+00,0.000000000000e+00
58,16,0.000000000000e+00,0.000000000000e+00
58,19,0.000000000000e+00,0.000000000000e+00
59,3,0.000000000000e+00,0.000000000000e+00
59,7,0.000000000000e+00,0.000000000000e+00
59,12,0.000000000000e+00,0.000000000000e+00
59,16,0.000000000000e+00,0.000000000000e+00
59,19,0.000000000000e+00,0.000000000000e+00
60,3,0.000000000000e+00,0.000000000000e+00
60,7,0.000000000000e+00,0.000000000000e+00
60,12,0.000000000000e+00,0.000000000000e+00
60,16,0.000000000000e+00,0.000000000000e+00
60,19,0.000000000000e+00,0.000000000000e+00
61,3,0.000000000000e+00,0.000000000000e+00
61,7,0.000000000000e+00,0.000000000000e+00
61,12,0.000000000000e+00,0.000000000000e+00
61,16,0.000000000000e+00,0.000000000000e+00
61,19,0.000000000000e+00,0.000000000000e+00
62,3,0.000000000000e+00,0.000000000000e+00
62,7,0.000000000000e+00,0.000000000000e+00
62,12,0.000000000000e+00,0.000000000000e+00
62,16,0.000000000000e+00,0.000000000000e+00
62,19,0.000000000000e+00,0.000000000000e+00
63,3,0.000000000000e+00,0.000000000000e+00
63,7,0.000000000000e+00,0.000000000000e+00
63,12,0.000000000000e+00,0.000000000000e+00
63,16,0.000000000000e+00,0.000000000000e+00
63,19,0.000000000000e+00,0.000000000000e+00
64,3,0.000000000000e+00,0.000000000000e+00
64,7,0.000000000000e+00,0.000000000000e+00
64,12,0.000000000000e+00,0.000000000000e+00
64,16,0.000000000000e+00,0.000000000000e+00
64,19,0.000000000000e+00,0.000000000000e+00
65,3,0.000000000000e+00,0.000000000000e+00
65,7,0.000000000000e+00,0.000000000000e+00
65,12,0.000000000000e+00,0.000000000000e+00
65,16,0.000000000000e+00,0.000000000000e+00
65,19,0.000000000000e+00,0.000000000000e+00
66,3,0.000000000000e+00,0.000000000000e+00
66,7,0.000000000000e+00,0.000000000000e+00
66,12,0.000000000000e+00,0.000000000000e+00
66,16,0.000000000000e+00,0.000000000000e+00
66,19,0.000000000000e+00,0.000000000000e+00
67,3,0.000000000000e+00,0.000000000000e+00
67,7,0.000000000000e+00,0.000000000000e+00
67,12,0.000000000000e+00,0.000000000000e+00
67,16,0.000000000000e+00,0.000000000000e+00
67,19,0.000000000000e+00,0.000000000000e+00
68,3,0.000000000000e+00,0.000000000000e+00
68,7,0.000000000000e+00,0.000000000000e+00
68,12,0.000000000000e+00,0.000000000000e+00
68,16,0.000000000000e+00,0.000000000000e+00
68,19,0.000000000000e+00,0.000000000000e+00
69,3,0.000000000000e+00,0.000000000000e+00
69,7,0.000000000000e+00,0.000000000000e+00
69,12,0.000000000000e+00,0.000000000000e+00
69,16,0.000000000000e+00,0.000000000000e+00
69,19,0.000000000000e+00,0.000000000000e+00
70,3,0.000000000000e+00,0.000000000000e+00
70,7,0.000000000000e+00,0.000000000000e+00
70,12,0.000000000000e+00,0.000000000000e+00
70,16,0.000000000000e+00,0.000000000000e+00
70,19,0.000000000000e+00,0.000000000000e+00
71,3,0.000000000000e+00,0.000000000000e+00
71,7,0.000000000000e+00,0.000000000000e+00
71,12,0.000000000000e+00,0.000000000000e+00
71,16,0.000000000000e+00,0.000000000000e+00
71,19,0.000000000000e+00,0.000000000000e+00
72,3,0.000000000000e+00,0.000000000000e+00
72,7,0.000000000000e+00,0.000000000000e+00
72,12,0.000000000000e+00,0.000000000000e+00
72,16,0.000000000000e+00,0.000000000000e+00
72,19,0.000000000000e+00,0.000000000000e+00
73,3,0.000000000000e+00,0.000000000000e+00
73,7,0.000000000000e+00,0.000000000000e+00
73,12,0.000000000000e+00,0.000000000000e+00
73,16,0.000000000000e+00,0.000000000000e+00
73,19,0.000000000000e+00,0.000000000000e+00
74,3,0.000000000000e+00,0.000000000000e+00
74,7,0.000000000000e+00,0.000000000000e+00
74,12,0.000000000000e+00,0.000000000000e+00
74,16,0.000000000000e+00,0.000000000000e+00
74,19,0.000000000000e+00,0.000000000000e+00
75,3,0.000000000000e+00,0.000000000000e+00
75,7,0.000000000000e+00,0.000000000000e+00
75,12,0.000000000000e+00,0.000000000000e+00
75,16,0.000000000000e+00,0.000000000000e+00
75,19,0.000000000000e+00,0.000000000000e+00
76,3,0.000000000000e+00,0.000000000000e+00
76,7,0.000000000000e+00,0.000000000000e+00
76,12,0.000000000000e+00,0.000000000000e+00
76,16,0.000000000000e+00,0.000000000000e+00
76,19,0.000000000000e+00,0.000000000000e+00
77,3,0.000000000000e+00,0.000000000000e+00
77,7,0.000000000000e+00,0.000000000000e+00
77,12,0.000000000000e+00,0.000000000000e+00
77,16,0.000000000000e+00,0.000000000000e+00
77,19,0.000000000000e+00,0.000000000000e+00
78,3,0.000000000000e+00,0.000000000000e+00
78,7,0.000000000000e+00,0.000000000000e+00
78,12,0.000000000000e+00,0.000000000000e+00
78,16,0.000000000000e+00,0.000000000000e+00
78,19,0.000000000000e+00,0.000000000000e+00
79,3,0.000000000000e+00,0.000000000000e+00
79,7,0.000000000000e+00,0.000000000000e+00
79,12,0.000000000000e+00,0.000000000000e+00
79,16,0.000000000000e+00,0.000000000000e+00
79,19,0.000000000000e+00,0.000000000000e+00
80,3,0.000000000000e+00,0.000000000000e+00
80,7,0.000000000000e+00,0.000000000000e+00
80,12,0.000000000000e+00,0.000000000000e+00
80,16,0.000000000000e+00,0.000000000000e+00
80,19,0.000000000000e+00,0.000000000000e+00
81,3,0.000000000000e+00,0.000000000000e+00
81,7,0.000000000000e+00,0.000000000000e+00
81,12,0.000000000000e+00,0.000000000000e+00
81,16,0.000000000000e+00,0.000000000000e+00
81,19,0.000000000000e+00,0.000000000000e+00
82,3,0.000000000000e+00,0.000000000000e+00
82,7,0.000000000000e+00,0.000000000000e+00
82,12,0.000000000000e+00,0.000000000000e+00
82,16,0.000000000000e+00,0.000000000000e+00
82,19,0.000000000000e+00,0.000000000000e+00
83,3,0.000000000000e+00,0.000000000000e+00
83,7,0.000000000000e+00,0.000000000000e+00
83,12,0.000000000000e+00,0.000000000000e+00
83,16,0.000000000000e+00,0.000000000000e+00
83,19,0.000000000000e+00,0.000000000000e+00
84,3,0.000000000000e+00,0.000000000000e+00
84,7,0.000000000000e+00,0.000000000000e+00
84,12,0.000000000000e+00,0.000000000000e+00
84,16,0.000000000000e+00,0.000000000000e+00
84,19,0.000000000000e+00,0.000000000000e+00
85,3,0.000000000000e+00,0.000000000000e+00
85,7,0.000000000000e+00,0.000000000000e+00
85,12,0.000000000000e+00,0.000000000000e+00
85,16,0.000000000000e+00,0.000000000000e+00
85,19,0.000000000000e+00,0.000000000000e+00
86,3,0.000000000000e+00,0.000000000000e+00
86,7,0.000000000000e+00,0.000000000000e+00
86,12,0.000000000000e+00,0.000000000000e+00
86,16,0.000000000000e+00,0.000000000000e+00
86,19,0.000000000000e+00,0.000000000000e+00
87,3,0.000000000000e+00,0.000000000000e+00
87,7,0.000000000000e+00,0.000000000000e+00
87,12,0.000000000000e+00,0.000000000000e+00
87,16,0.000000000000e+00,0.000000000000e+00
87,19,0.000000000000e+00,0.000000000000e+00
88,3,0.000000000000e+00,0.000000000000e+00
88,7,0.000000000000e+00,0.000000000000e+00
88,12,0.000000000000e+00,0.000000000000e+00
88,16,0.000000000000e+00,0.000000000000e+00
88,19,0.000000000000e+00,0.000000000000e+00
89,3,0.000000000000e+00,0.000000000000e+00
89,7,0.000000000000e+00,0.000000000000e+00
89,12,0.000000000000e+00,0.000000000000e+00
89,16,0.000000000000e+00,0.000000000000e+00
89,19,0.000000000000e+00,0.000000000000e+00
90,3,0.000000000000e+00,0.000000000000e+00
90,7,0.000000000000e+00,0.000000000000e+00
90,12,0.000000000000e+00,0.000000000000e+00
90,16,0.000000000000e+00,0.000000000000e+00
90,19,0.000000000000e+00,0.000000000000e+00
91,3,0.000000000000e+00,0.000000000000e+00
91,7,0.000000000000e+00,0.000000000000e+00
91,12,0.000000000000e+00,0.000000000000e+00
91,16,0.000000000000e+00,0.000000000000e+00
91,19,0.000000000000e+00,0.000000000000e+00
92,3,0.000000000000e+00,0.000000000000e+00
92,7,0.000000000000e+00,0.000000000000e+00
92,12,0.000000000000e+00,0.000000000000e+00
92,16,0.000000000000e+00,0.000000000000e+00
92,19,0.000000000000e+00,0.000000000000e+00
93,3,0.000000000000e+00,0.000000000000e+00
93,7,0.000000000000e+00,0.000000000000e+00
93,12,0.000000000000e+00,0.000000000000e+00
93,16,0.000000000000e+00,0.000000000000e+00
93,19,0.000000000000e+00,0.000000000000e+00
94,3,0.000000000000e+00,0.000000000000e+00
94,7,0.000000000000e+00,0.000000000000e+00
94,12,0.000000000000e+00,0.000000000000e+00
94,16,0.000000000000e+00,0.000000000000e+00
94,19,0.000000000000e+00,0.000000000000e+00
95,3,0.000000000000e+00,0.000000000000e+00
95,7,0.000000000000e+00,0.000000000000e+00
95,12,0.000000000000e+00,0.000000000000e+00
95,16,0.000000000000e+00,0.000000000000e+00
95,19,0.000000000000e+00,0.000000000000e+00
96,3,0.000000000000e+00,0.000000000000e+00
96,7,0.000000000000e+00,0.000000000000e+00
96,12,0.000000000000e+00,0.000000000000e+00
96,16,0.000000000000e+00,0.000000000000e+00
96,19,0.000000000000e+00,0.000000000000e+00
97,3,0.000000000000e+00,0.000000000000e+00
97,7,0.000000000000e+00,0.000000000000e+00
97,12,0.000000000000e+00,0.000000000000e+00
97,16,0.000000000000e+00,0.000000000000e+00
97,19,0.000000000000e+00,0.000000000000e+00
98,3,0.000000000000e+00,0.000000000000e+00
98,7,0.000000000000e+00,0.000000000000e+00
98,12,0.000000000000e+00,0.000000000000e+00
98,16,0.000000000000e+00,0.000000000000e+00
98,19,0.000000000000e+00,0.000000000000e+00
99,3,0.000000000000e+00,0.000000000000e+00
99,7,0.000000000000e+00,0.000000000000e+00
99,12,0.000000000000e+00,0.000000000000e+00
99,16,0.000000000000e+00,0.000000000000e+00
99,19,0.000000000000e+00,0.000000000000e+00
100,3,0.000000000000e+00,0.000000000000e+00
100,7,0.000000000000e+00,0.000000000000e+00
100,12,0.000000000000e+00,0.000000000000e+00
100,16,0.000000000000e+00,0.000000000000e+00
100,19,0.000000000000e+00,0.000000000000e+00
