t,step,label,ts
1,19,19_cb_advances,1757768324398324975
2,19,19_cb_advances,1757768324410374100
3,19,19_cb_advances,1757768324418602589
4,19,19_cb_advances,1757768324426721797
5,19,19_cb_advances,1757768324434533355
6,19,19_cb_advances,1757768324443247444
7,19,19_cb_advances,1757768324450433429
8,19,19_cb_advances,1757768324457664875
9,19,19_cb_advances,1757768324466061019
10,19,19_cb_advances,1757768324476119590
11,19,19_cb_advances,1757768324485582388
12,19,19_cb_advances,1757768324493301071
13,19,19_cb_advances,1757768324503480597
14,19,19_cb_advances,1757768324512623867
15,19,19_cb_advances,1757768324521353748
16,19,19_cb_advances,1757768324530717875
17,19,19_cb_advances,1757768324541921480
18,19,19_cb_advances,1757768324552729155
19,19,19_cb_advances,1757768324562131519
20,19,19_cb_advances,1757768324571850059
21,19,19_cb_advances,1757768324583618212
22,19,19_cb_advances,1757768324591000895
23,19,19_cb_advances,1757768324600829946
24,19,19_cb_advances,1757768324613447396
25,19,19_cb_advances,1757768324622112437
26,19,19_cb_advances,1757768324631885240
27,19,19_cb_advances,1757768324642351174
28,19,19_cb_advances,1757768324651673844
29,19,19_cb_advances,1757768324660038730
30,19,19_cb_advances,1757768324670424054
31,19,19_cb_advances,1757768324679554013
32,19,19_cb_advances,1757768324690046191
33,19,19_cb_advances,1757768324702119428
34,19,19_cb_advances,1757768324714627264
35,19,19_cb_advances,1757768324726307258
36,19,19_cb_advances,1757768324736613339
37,19,19_cb_advances,1757768324748626860
38,19,19_cb_advances,1757768324759802960
39,19,19_cb_advances,1757768324772306436
40,19,19_cb_advances,1757768324784163743
41,19,19_cb_advances,1757768324798286489
42,19,19_cb_advances,1757768324810586395
43,19,19_cb_advances,1757768324823983547
44,19,19_cb_advances,1757768324834880170
45,19,19_cb_advances,1757768324846732580
46,19,19_cb_advances,1757768324857406372
47,19,19_cb_advances,1757768324869780745
48,19,19_cb_advances,1757768324881556632
49,19,19_cb_advances,1757768324893775698
50,19,19_cb_advances,1757768324905274681
51,19,19_cb_advances,1757768324918151628
52,19,19_cb_advances,1757768324929572439
53,19,19_cb_advances,1757768324943657077
54,19,19_cb_advances,1757768324955647176
55,19,19_cb_advances,1757768324965401168
56,19,19_cb_advances,1757768324976955183
57,19,19_cb_advances,1757768324987154437
58,19,19_cb_advances,1757768324997554889
59,19,19_cb_advances,1757768325008253957
60,19,19_cb_advances,1757768325018648512
61,19,19_cb_advances,1757768325026958413
62,19,19_cb_advances,1757768325035565454
63,19,19_cb_advances,1757768325045614847
64,19,19_cb_advances,1757768325053490240
65,19,19_cb_advances,1757768325063859101
66,19,19_cb_advances,1757768325073268226
67,19,19_cb_advances,1757768325081649649
68,19,19_cb_advances,1757768325090931957
69,19,19_cb_advances,1757768325099218418
70,19,19_cb_advances,1757768325110137739
71,19,19_cb_advances,1757768325116852407
72,19,19_cb_advances,1757768325124528731
73,19,19_cb_advances,1757768325134596686
74,19,19_cb_advances,1757768325141310075
75,19,19_cb_advances,1757768325147932022
76,19,19_cb_advances,1757768325155216478
77,19,19_cb_advances,1757768325166275357
78,19,19_cb_advances,1757768325177618098
79,19,19_cb_advances,1757768325188208939
80,19,19_cb_advances,1757768325197922291
81,19,19_cb_advances,1757768325208595709
82,19,19_cb_advances,1757768325220550253
83,19,19_cb_advances,1757768325231710871
84,19,19_cb_advances,1757768325244203611
85,19,19_cb_advances,1757768325254284191
86,19,19_cb_advances,1757768325260807879
87,19,19_cb_advances,1757768325267887146
88,19,19_cb_advances,1757768325275276148
89,19,19_cb_advances,1757768325283882572
90,19,19_cb_advances,1757768325294891506
91,19,19_cb_advances,1757768325307900826
92,19,19_cb_advances,1757768325320368655
93,19,19_cb_advances,1757768325334080248
94,19,19_cb_advances,1757768325347983815
95,19,19_cb_advances,1757768325355217167
96,19,19_cb_advances,1757768325367331998
97,19,19_cb_advances,1757768325379899078
98,19,19_cb_advances,1757768325392187672
99,19,19_cb_advances,1757768325407101191
100,19,19_cb_advances,1757768325422367607
101,19,19_cb_advances,1757768325435944482
102,19,19_cb_advances,1757768325450640545
103,19,19_cb_advances,1757768325464710450
104,19,19_cb_advances,1757768325478870759
105,19,19_cb_advances,1757768325491791019
106,19,19_cb_advances,1757768325504182298
107,19,19_cb_advances,1757768325517343675
108,19,19_cb_advances,1757768325525511659
109,19,19_cb_advances,1757768325538839130
110,19,19_cb_advances,1757768325552720933
111,19,19_cb_advances,1757768325564587447
112,19,19_cb_advances,1757768325578022952
113,19,19_cb_advances,1757768325590628014
114,19,19_cb_advances,1757768325603952282
115,19,19_cb_advances,1757768325617922079
116,19,19_cb_advances,1757768325629324192
117,19,19_cb_advances,1757768325641818736
118,19,19_cb_advances,1757768325655385436
119,19,19_cb_advances,1757768325669625298
120,19,19_cb_advances,1757768325681761862
121,19,19_cb_advances,1757768325695370623
122,19,19_cb_advances,1757768325709854241
123,19,19_cb_advances,1757768325723995959
124,19,19_cb_advances,1757768325736577108
125,19,19_cb_advances,1757768325748487205
126,19,19_cb_advances,1757768325759988241
127,19,19_cb_advances,1757768325774087643
128,19,19_cb_advances,1757768325786048460
129,19,19_cb_advances,1757768325807654031
130,19,19_cb_advances,1757768325818262655
131,19,19_cb_advances,1757768325830900590
