t,step,label,ts
1,19,19_cb_advances,1757768124917770140
2,19,19_cb_advances,1757768124928410960
3,19,19_cb_advances,1757768124939780207
4,19,19_cb_advances,1757768124950055670
5,19,19_cb_advances,1757768124958215701
6,19,19_cb_advances,1757768124967190059
7,19,19_cb_advances,1757768124975612978
8,19,19_cb_advances,1757768124984546389
9,19,19_cb_advances,1757768124992761140
10,19,19_cb_advances,1757768125001143682
11,19,19_cb_advances,1757768125010129679
12,19,19_cb_advances,1757768125019776982
13,19,19_cb_advances,1757768125029038170
14,19,19_cb_advances,1757768125039238405
15,19,19_cb_advances,1757768125049635961
16,19,19_cb_advances,1757768125059311603
17,19,19_cb_advances,1757768125069715813
18,19,19_cb_advances,1757768125078121203
19,19,19_cb_advances,1757768125088189609
20,19,19_cb_advances,1757768125097269028
21,19,19_cb_advances,1757768125108014940
22,19,19_cb_advances,1757768125118020614
23,19,19_cb_advances,1757768125127205103
24,19,19_cb_advances,1757768125136111943
25,19,19_cb_advances,1757768125146037664
26,19,19_cb_advances,1757768125157086960
27,19,19_cb_advances,1757768125166377143
28,19,19_cb_advances,1757768125175389404
29,19,19_cb_advances,1757768125186424730
30,19,19_cb_advances,1757768125195588953
31,19,19_cb_advances,1757768125204418335
32,19,19_cb_advances,1757768125214838919
33,19,19_cb_advances,1757768125223660117
34,19,19_cb_advances,1757768125232122268
35,19,19_cb_advances,1757768125242757384
36,19,19_cb_advances,1757768125253851709
37,19,19_cb_advances,1757768125262793174
38,19,19_cb_advances,1757768125271262543
39,19,19_cb_advances,1757768125280539048
40,19,19_cb_advances,1757768125290672866
41,19,19_cb_advances,1757768125300144398
42,19,19_cb_advances,1757768125311470222
43,19,19_cb_advances,1757768125320855520
44,19,19_cb_advances,1757768125331975261
45,19,19_cb_advances,1757768125342372924
46,19,19_cb_advances,1757768125351924108
47,19,19_cb_advances,1757768125360507118
48,19,19_cb_advances,1757768125369446480
49,19,19_cb_advances,1757768125378424308
50,19,19_cb_advances,1757768125388113200
51,19,19_cb_advances,1757768125396979409
52,19,19_cb_advances,1757768125406991575
53,19,19_cb_advances,1757768125416243061
54,19,19_cb_advances,1757768125424201216
55,19,19_cb_advances,1757768125432650813
56,19,19_cb_advances,1757768125443035386
57,19,19_cb_advances,1757768125452828560
