t,step,label,ts
1,19,19_cb_advances,1757762759613672057
2,19,19_cb_advances,1757762759623677092
3,19,19_cb_advances,1757762759636980236
4,19,19_cb_advances,1757762759646481120
5,19,19_cb_advances,1757762759657956746
6,19,19_cb_advances,1757762759668605358
7,19,19_cb_advances,1757762759679084429
8,19,19_cb_advances,1757762759690644607
9,19,19_cb_advances,1757762759701064369
10,19,19_cb_advances,1757762759709946819
11,19,19_cb_advances,1757762759720619343
12,19,19_cb_advances,1757762759731238305
13,19,19_cb_advances,1757762759748492365
14,19,19_cb_advances,1757762759758829530
15,19,19_cb_advances,1757762759769561245
16,19,19_cb_advances,1757762759780224025
17,19,19_cb_advances,1757762759792713556
18,19,19_cb_advances,1757762759803843603
19,19,19_cb_advances,1757762759814982964
20,19,19_cb_advances,1757762759826910053
21,19,19_cb_advances,1757762759837331739
22,19,19_cb_advances,1757762759848075248
23,19,19_cb_advances,1757762759860380634
24,19,19_cb_advances,1757762759869666841
25,19,19_cb_advances,1757762759883297047
26,19,19_cb_advances,1757762759893986646
27,19,19_cb_advances,1757762759905211498
28,19,19_cb_advances,1757762759915261504
29,19,19_cb_advances,1757762759924044408
30,19,19_cb_advances,1757762759935404489
31,19,19_cb_advances,1757762759948478997
32,19,19_cb_advances,1757762759961618764
33,19,19_cb_advances,1757762759973867735
34,19,19_cb_advances,1757762759985439638
35,19,19_cb_advances,1757762759996458814
36,19,19_cb_advances,1757762760010936122
37,19,19_cb_advances,1757762760024653013
38,19,19_cb_advances,1757762760037669504
39,19,19_cb_advances,1757762760048659669
40,19,19_cb_advances,1757762760059696865
41,19,19_cb_advances,1757762760072326952
42,19,19_cb_advances,1757762760083688696
43,19,19_cb_advances,1757762760094963935
44,19,19_cb_advances,1757762760104383389
45,19,19_cb_advances,1757762760114848641
46,19,19_cb_advances,1757762760125506335
47,19,19_cb_advances,1757762760136464751
48,19,19_cb_advances,1757762760146760064
49,19,19_cb_advances,1757762760159445787
50,19,19_cb_advances,1757762760173928651
51,19,19_cb_advances,1757762760186160046
52,19,19_cb_advances,1757762760197959622
53,19,19_cb_advances,1757762760207809871
54,19,19_cb_advances,1757762760216021724
55,19,19_cb_advances,1757762760225248636
56,19,19_cb_advances,1757762760233826984
57,19,19_cb_advances,1757762760244138749
58,19,19_cb_advances,1757762760255926018
59,19,19_cb_advances,1757762760268768763
60,19,19_cb_advances,1757762760280365205
61,19,19_cb_advances,1757762760292644574
62,19,19_cb_advances,1757762760303029202
63,19,19_cb_advances,1757762760314798858
64,19,19_cb_advances,1757762760327322862
65,19,19_cb_advances,1757762760340053589
66,19,19_cb_advances,1757762760350598207
67,19,19_cb_advances,1757762760361631735
68,19,19_cb_advances,1757762760371685225
69,19,19_cb_advances,1757762760383151384
70,19,19_cb_advances,1757762760395319846
71,19,19_cb_advances,1757762760407260747
72,19,19_cb_advances,1757762760418160137
73,19,19_cb_advances,1757762760428823980
74,19,19_cb_advances,1757762760439770408
75,19,19_cb_advances,1757762760451125067
76,19,19_cb_advances,1757762760462282983
77,19,19_cb_advances,1757762760473489593
78,19,19_cb_advances,1757762760489854709
79,19,19_cb_advances,1757762760501466871
