t,step,max_row_abs,max_col_abs
1,7,0.000000000000e+00,0.000000000000e+00
1,13,0.000000000000e+00,0.000000000000e+00
1,16,0.000000000000e+00,0.000000000000e+00
1,17,0.000000000000e+00,0.000000000000e+00
1,18,0.000000000000e+00,0.000000000000e+00
1,19,0.000000000000e+00,0.000000000000e+00
2,7,0.000000000000e+00,0.000000000000e+00
2,13,0.000000000000e+00,0.000000000000e+00
2,16,0.000000000000e+00,0.000000000000e+00
2,17,0.000000000000e+00,0.000000000000e+00
2,18,0.000000000000e+00,0.000000000000e+00
2,19,0.000000000000e+00,0.000000000000e+00
3,7,0.000000000000e+00,0.000000000000e+00
3,13,0.000000000000e+00,0.000000000000e+00
3,16,0.000000000000e+00,0.000000000000e+00
3,17,0.000000000000e+00,0.000000000000e+00
3,18,0.000000000000e+00,0.000000000000e+00
3,19,0.000000000000e+00,0.000000000000e+00
4,7,0.000000000000e+00,0.000000000000e+00
4,13,0.000000000000e+00,0.000000000000e+00
4,16,0.000000000000e+00,0.000000000000e+00
4,17,0.000000000000e+00,0.000000000000e+00
4,18,0.000000000000e+00,0.000000000000e+00
4,19,0.000000000000e+00,0.000000000000e+00
5,7,0.000000000000e+00,0.000000000000e+00
5,13,0.000000000000e+00,0.000000000000e+00
5,16,0.000000000000e+00,0.000000000000e+00
5,17,0.000000000000e+00,0.000000000000e+00
5,18,0.000000000000e+00,0.000000000000e+00
5,19,0.000000000000e+00,0.000000000000e+00
6,7,0.000000000000e+00,0.000000000000e+00
6,13,0.000000000000e+00,0.000000000000e+00
6,16,0.000000000000e+00,0.000000000000e+00
6,17,0.000000000000e+00,0.000000000000e+00
6,18,0.000000000000e+00,0.000000000000e+00
6,19,0.000000000000e+00,0.000000000000e+00
7,7,0.000000000000e+00,0.000000000000e+00
7,13,0.000000000000e+00,0.000000000000e+00
7,16,0.000000000000e+00,0.000000000000e+00
7,17,0.000000000000e+00,0.000000000000e+00
7,18,0.000000000000e+00,0.000000000000e+00
7,19,0.000000000000e+00,0.000000000000e+00
8,7,0.000000000000e+00,0.000000000000e+00
8,13,0.000000000000e+00,0.000000000000e+00
8,16,0.000000000000e+00,0.000000000000e+00
8,17,0.000000000000e+00,0.000000000000e+00
8,18,0.000000000000e+00,0.000000000000e+00
8,19,0.000000000000e+00,0.000000000000e+00
9,7,0.000000000000e+00,0.000000000000e+00
9,13,0.000000000000e+00,0.000000000000e+00
9,16,0.000000000000e+00,0.000000000000e+00
9,17,0.000000000000e+00,0.000000000000e+00
9,18,0.000000000000e+00,0.000000000000e+00
9,19,0.000000000000e+00,0.000000000000e+00
10,7,0.000000000000e+00,0.000000000000e+00
10,13,0.000000000000e+00,0.000000000000e+00
10,16,0.000000000000e+00,0.000000000000e+00
10,17,0.000000000000e+00,0.000000000000e+00
10,18,0.000000000000e+00,0.000000000000e+00
10,19,0.000000000000e+00,0.000000000000e+00
11,7,0.000000000000e+00,0.000000000000e+00
11,13,0.000000000000e+00,0.000000000000e+00
11,16,0.000000000000e+00,0.000000000000e+00
11,17,0.000000000000e+00,0.000000000000e+00
11,18,0.000000000000e+00,0.000000000000e+00
11,19,0.000000000000e+00,0.000000000000e+00
12,7,0.000000000000e+00,0.000000000000e+00
12,13,0.000000000000e+00,0.000000000000e+00
12,16,0.000000000000e+00,0.000000000000e+00
12,17,0.000000000000e+00,0.000000000000e+00
12,18,0.000000000000e+00,0.000000000000e+00
12,19,0.000000000000e+00,0.000000000000e+00
13,7,0.000000000000e+00,0.000000000000e+00
13,13,0.000000000000e+00,0.000000000000e+00
13,16,0.000000000000e+00,0.000000000000e+00
13,17,0.000000000000e+00,0.000000000000e+00
13,18,0.000000000000e+00,0.000000000000e+00
13,19,0.000000000000e+00,0.000000000000e+00
14,7,0.000000000000e+00,0.000000000000e+00
14,13,0.000000000000e+00,0.000000000000e+00
14,16,0.000000000000e+00,0.000000000000e+00
14,17,0.000000000000e+00,0.000000000000e+00
14,18,0.000000000000e+00,0.000000000000e+00
14,19,0.000000000000e+00,0.000000000000e+00
15,7,0.000000000000e+00,0.000000000000e+00
15,13,0.000000000000e+00,0.000000000000e+00
15,16,0.000000000000e+00,0.000000000000e+00
15,17,0.000000000000e+00,0.000000000000e+00
15,18,0.000000000000e+00,0.000000000000e+00
15,19,0.000000000000e+00,0.000000000000e+00
16,7,0.000000000000e+00,0.000000000000e+00
16,13,0.000000000000e+00,0.000000000000e+00
16,16,0.000000000000e+00,0.000000000000e+00
16,17,0.000000000000e+00,0.000000000000e+00
16,18,0.000000000000e+00,0.000000000000e+00
16,19,0.000000000000e+00,0.000000000000e+00
17,7,0.000000000000e+00,0.000000000000e+00
17,13,0.000000000000e+00,0.000000000000e+00
17,16,0.000000000000e+00,0.000000000000e+00
17,17,0.000000000000e+00,0.000000000000e+00
17,18,0.000000000000e+00,0.000000000000e+00
17,19,0.000000000000e+00,0.000000000000e+00
18,7,0.000000000000e+00,0.000000000000e+00
18,13,0.000000000000e+00,0.000000000000e+00
18,16,0.000000000000e+00,0.000000000000e+00
18,17,0.000000000000e+00,0.000000000000e+00
18,18,0.000000000000e+00,0.000000000000e+00
18,19,0.000000000000e+00,0.000000000000e+00
19,7,0.000000000000e+00,0.000000000000e+00
19,13,0.000000000000e+00,0.000000000000e+00
19,16,0.000000000000e+00,0.000000000000e+00
19,17,0.000000000000e+00,0.000000000000e+00
19,18,0.000000000000e+00,0.000000000000e+00
19,19,0.000000000000e+00,0.000000000000e+00
20,7,0.000000000000e+00,0.000000000000e+00
20,13,0.000000000000e+00,0.000000000000e+00
20,16,0.000000000000e+00,0.000000000000e+00
20,17,0.000000000000e+00,0.000000000000e+00
