t,step,label,ts
1,19,19_cb_advances,1757762671685609066
2,19,19_cb_advances,1757762671699441726
3,19,19_cb_advances,1757762671711567035
4,19,19_cb_advances,1757762671723317964
5,19,19_cb_advances,1757762671737125833
6,19,19_cb_advances,1757762671751155464
7,19,19_cb_advances,1757762671763628390
8,19,19_cb_advances,1757762671774980823
9,19,19_cb_advances,1757762671788433690
10,19,19_cb_advances,1757762671802862224
11,19,19_cb_advances,1757762671817040048
12,19,19_cb_advances,1757762671828107303
13,19,19_cb_advances,1757762671841253485
14,19,19_cb_advances,1757762671854130175
15,19,19_cb_advances,1757762671867712827
16,19,19_cb_advances,1757762671881519530
17,19,19_cb_advances,1757762671900124493
18,19,19_cb_advances,1757762671915780774
19,19,19_cb_advances,1757762671931782693
20,19,19_cb_advances,1757762671945084407
21,19,19_cb_advances,1757762671962755369
22,19,19_cb_advances,1757762671980558241
23,19,19_cb_advances,1757762671993020681
24,19,19_cb_advances,1757762672011611032
25,19,19_cb_advances,1757762672026254504
26,19,19_cb_advances,1757762672041934358
27,19,19_cb_advances,1757762672057539930
28,19,19_cb_advances,1757762672077120122
29,19,19_cb_advances,1757762672092314548
30,19,19_cb_advances,1757762672109279191
31,19,19_cb_advances,1757762672123944426
32,19,19_cb_advances,1757762672139602575
33,19,19_cb_advances,1757762672158960200
34,19,19_cb_advances,1757762672182317051
35,19,19_cb_advances,1757762672196281177
36,19,19_cb_advances,1757762672208764153
37,19,19_cb_advances,1757762672221201764
38,19,19_cb_advances,1757762672235874094
39,19,19_cb_advances,1757762672248846296
40,19,19_cb_advances,1757762672260533642
41,19,19_cb_advances,1757762672275988872
42,19,19_cb_advances,1757762672292656861
43,19,19_cb_advances,1757762672308276723
44,19,19_cb_advances,1757762672321731889
45,19,19_cb_advances,1757762672337088966
46,19,19_cb_advances,1757762672350086581
47,19,19_cb_advances,1757762672365322195
48,19,19_cb_advances,1757762672380653967
49,19,19_cb_advances,1757762672393934677
50,19,19_cb_advances,1757762672409931168
51,19,19_cb_advances,1757762672424806187
52,19,19_cb_advances,1757762672441364786
53,19,19_cb_advances,1757762672456416541
54,19,19_cb_advances,1757762672469585582
55,19,19_cb_advances,1757762672483184446
56,19,19_cb_advances,1757762672499421484
57,19,19_cb_advances,1757762672513644701
58,19,19_cb_advances,1757762672526048196
59,19,19_cb_advances,1757762672538629139
60,19,19_cb_advances,1757762672551481192
61,19,19_cb_advances,1757762672564891250
62,19,19_cb_advances,1757762672577500050
63,19,19_cb_advances,1757762672590967387
64,19,19_cb_advances,1757762672604386766
65,19,19_cb_advances,1757762672615568360
66,19,19_cb_advances,1757762672628282947
67,19,19_cb_advances,1757762672644132299
68,19,19_cb_advances,1757762672658178333
69,19,19_cb_advances,1757762672671034680
70,19,19_cb_advances,1757762672685191275
71,19,19_cb_advances,1757762672698561768
72,19,19_cb_advances,1757762672711014331
73,19,19_cb_advances,1757762672726289811
74,19,19_cb_advances,1757762672742185925
75,19,19_cb_advances,1757762672756066569
76,19,19_cb_advances,1757762672771678313
77,19,19_cb_advances,1757762672820836833
78,19,19_cb_advances,1757762672843566024
79,19,19_cb_advances,1757762672855808505
80,19,19_cb_advances,1757762672869058374
81,19,19_cb_advances,1757762672880443825
82,19,19_cb_advances,1757762672893515004
83,19,19_cb_advances,1757762672906493973
84,19,19_cb_advances,1757762672918894755
85,19,19_cb_advances,1757762672930182287
86,19,19_cb_advances,1757762672942656253
87,19,19_cb_advances,1757762672954422963
88,19,19_cb_advances,1757762672982010340
89,19,19_cb_advances,1757762673009089040
