t,step,label,ts
1,19,19_cb_advances,1757762721572885383
2,19,19_cb_advances,1757762721585647262
3,19,19_cb_advances,1757762721598746452
4,19,19_cb_advances,1757762721611320002
5,19,19_cb_advances,1757762721621303977
6,19,19_cb_advances,1757762721631015594
7,19,19_cb_advances,1757762721640165541
8,19,19_cb_advances,1757762721651345279
9,19,19_cb_advances,1757762721662283950
10,19,19_cb_advances,1757762721676839166
11,19,19_cb_advances,1757762721688861027
12,19,19_cb_advances,1757762721702185315
13,19,19_cb_advances,1757762721714978581
14,19,19_cb_advances,1757762721726986512
15,19,19_cb_advances,1757762721739993455
16,19,19_cb_advances,1757762721752447477
17,19,19_cb_advances,1757762721766233330
18,19,19_cb_advances,1757762721777254612
19,19,19_cb_advances,1757762721788531140
20,19,19_cb_advances,1757762721799373790
21,19,19_cb_advances,1757762721811288089
22,19,19_cb_advances,1757762721824168941
23,19,19_cb_advances,1757762721836776416
24,19,19_cb_advances,1757762721848082918
25,19,19_cb_advances,1757762721860321586
26,19,19_cb_advances,1757762721871197834
27,19,19_cb_advances,1757762721882496043
28,19,19_cb_advances,1757762721894153270
29,19,19_cb_advances,1757762721906015748
30,19,19_cb_advances,1757762721919488462
31,19,19_cb_advances,1757762721931184188
32,19,19_cb_advances,1757762721941636990
33,19,19_cb_advances,1757762721953849659
34,19,19_cb_advances,1757762721967412821
35,19,19_cb_advances,1757762721981957714
36,19,19_cb_advances,1757762721996530230
37,19,19_cb_advances,1757762722010810931
38,19,19_cb_advances,1757762722025113528
39,19,19_cb_advances,1757762722038238307
40,19,19_cb_advances,1757762722050101486
41,19,19_cb_advances,1757762722064419457
42,19,19_cb_advances,1757762722076958036
43,19,19_cb_advances,1757762722090799290
44,19,19_cb_advances,1757762722103099298
45,19,19_cb_advances,1757762722114843858
46,19,19_cb_advances,1757762722128551089
47,19,19_cb_advances,1757762722140795323
48,19,19_cb_advances,1757762722154007692
49,19,19_cb_advances,1757762722167059807
50,19,19_cb_advances,1757762722179142336
51,19,19_cb_advances,1757762722190670331
52,19,19_cb_advances,1757762722205040026
53,19,19_cb_advances,1757762722217117339
54,19,19_cb_advances,1757762722231605875
55,19,19_cb_advances,1757762722242645526
56,19,19_cb_advances,1757762722255147544
57,19,19_cb_advances,1757762722268818557
58,19,19_cb_advances,1757762722281100502
59,19,19_cb_advances,1757762722293345695
60,19,19_cb_advances,1757762722305293388
61,19,19_cb_advances,1757762722319494543
62,19,19_cb_advances,1757762722333609616
63,19,19_cb_advances,1757762722347279489
64,19,19_cb_advances,1757762722360839715
65,19,19_cb_advances,1757762722374143097
66,19,19_cb_advances,1757762722386530030
67,19,19_cb_advances,1757762722398371290
68,19,19_cb_advances,1757762722411422941
69,19,19_cb_advances,1757762722423614266
70,19,19_cb_advances,1757762722434881043
71,19,19_cb_advances,1757762722445924594
72,19,19_cb_advances,1757762722457373628
73,19,19_cb_advances,1757762722467868273
74,19,19_cb_advances,1757762722480560874
75,19,19_cb_advances,1757762722494786436
76,19,19_cb_advances,1757762722506958830
77,19,19_cb_advances,1757762722519261080
78,19,19_cb_advances,1757762722531344595
79,19,19_cb_advances,1757762722543094046
80,19,19_cb_advances,1757762722555818509
81,19,19_cb_advances,1757762722567357048
82,19,19_cb_advances,1757762722579985995
83,19,19_cb_advances,1757762722592292582
84,19,19_cb_advances,1757762722604390137
85,19,19_cb_advances,1757762722616224934
86,19,19_cb_advances,1757762722628853777
87,19,19_cb_advances,1757762722640905307
88,19,19_cb_advances,1757762722652996717
89,19,19_cb_advances,1757762722664280763
90,19,19_cb_advances,1757762722675286575
91,19,19_cb_advances,1757762722687307886
92,19,19_cb_advances,1757762722698507073
93,19,19_cb_advances,1757762722710104169
94,19,19_cb_advances,1757762722721571321
95,19,19_cb_advances,1757762722733058321
96,19,19_cb_advances,1757762722745140350
97,19,19_cb_advances,1757762722755710773
98,19,19_cb_advances,1757762722768880727
99,19,19_cb_advances,1757762722782835450
100,19,19_cb_advances,1757762722795711803
101,19,19_cb_advances,1757762722808267149
102,19,19_cb_advances,1757762722822231183
103,19,19_cb_advances,1757762722833403109
104,19,19_cb_advances,1757762722846178254
105,19,19_cb_advances,1757762722858378964
106,19,19_cb_advances,1757762722867534679
107,19,19_cb_advances,1757762722877387040
108,19,19_cb_advances,1757762722888723279
109,19,19_cb_advances,1757762722899465561
110,19,19_cb_advances,1757762722912158112
111,19,19_cb_advances,1757762722923421236
112,19,19_cb_advances,1757762722933676020
113,19,19_cb_advances,1757762722946634419
114,19,19_cb_advances,1757762722958464663
115,19,19_cb_advances,1757762722970920485
116,19,19_cb_advances,1757762722981765984
117,19,19_cb_advances,1757762722991484418
118,19,19_cb_advances,1757762723003026044
119,19,19_cb_advances,1757762723016447306
120,19,19_cb_advances,1757762723030188483
121,19,19_cb_advances,1757762723041468883
122,19,19_cb_advances,1757762723055621841
123,19,19_cb_advances,1757762723069339698
124,19,19_cb_advances,1757762723079233242
125,19,19_cb_advances,1757762723091709528
126,19,19_cb_advances,1757762723102711816
127,19,19_cb_advances,1757762723116324713
128,19,19_cb_advances,1757762723127995945
129,19,19_cb_advances,1757762723137860809
130,19,19_cb_advances,1757762723149947213
131,19,19_cb_advances,1757762723157811351
132,19,19_cb_advances,1757762723167614789
133,19,19_cb_advances,1757762723176682987
134,19,19_cb_advances,1757762723185055289
135,19,19_cb_advances,1757762723192919957
136,19,19_cb_advances,1757762723200860136
137,19,19_cb_advances,1757762723210759595
138,19,19_cb_advances,1757762723220649961
139,19,19_cb_advances,1757762723233625674
140,19,19_cb_advances,1757762723243657140
141,19,19_cb_advances,1757762723254359384
142,19,19_cb_advances,1757762723267610963
143,19,19_cb_advances,1757762723279112035
144,19,19_cb_advances,1757762723291493415
145,19,19_cb_advances,1757762723302855847
146,19,19_cb_advances,1757762723314010971
147,19,19_cb_advances,1757762723325374882
148,19,19_cb_advances,1757762723337180292
149,19,19_cb_advances,1757762723348327765
150,19,19_cb_advances,1757762723360550346
151,19,19_cb_advances,1757762723369830102
152,19,19_cb_advances,1757762723379860998
153,19,19_cb_advances,1757762723389734634
154,19,19_cb_advances,1757762723400729969
155,19,19_cb_advances,1757762723410767272
156,19,19_cb_advances,1757762723422530207
157,19,19_cb_advances,1757762723432444598
158,19,19_cb_advances,1757762723442599620
159,19,19_cb_advances,1757762723452101166
160,19,19_cb_advances,1757762723466503442
161,19,19_cb_advances,1757762723476300519
162,19,19_cb_advances,1757762723488193256
163,19,19_cb_advances,1757762723500585817
164,19,19_cb_advances,1757762723511364788
165,19,19_cb_advances,1757762723522573918
166,19,19_cb_advances,1757762723534567961
167,19,19_cb_advances,1757762723544887007
