t,step,label,ts
1,19,19_cb_advances,1757768300829327823
2,19,19_cb_advances,1757768300840220814
3,19,19_cb_advances,1757768300851208344
4,19,19_cb_advances,1757768300862739249
5,19,19_cb_advances,1757768300873246316
6,19,19_cb_advances,1757768300884201887
7,19,19_cb_advances,1757768300894735083
8,19,19_cb_advances,1757768300905966847
9,19,19_cb_advances,1757768300918781296
10,19,19_cb_advances,1757768300929405519
11,19,19_cb_advances,1757768300940451341
12,19,19_cb_advances,1757768300953838448
13,19,19_cb_advances,1757768300964479935
14,19,19_cb_advances,1757768300975119681
15,19,19_cb_advances,1757768300986017904
16,19,19_cb_advances,1757768300997823396
17,19,19_cb_advances,1757768301010157428
18,19,19_cb_advances,1757768301021751023
19,19,19_cb_advances,1757768301032211599
20,19,19_cb_advances,1757768301045172375
21,19,19_cb_advances,1757768301055262498
22,19,19_cb_advances,1757768301066973890
23,19,19_cb_advances,1757768301076686670
24,19,19_cb_advances,1757768301087313783
25,19,19_cb_advances,1757768301096924093
26,19,19_cb_advances,1757768301107431619
27,19,19_cb_advances,1757768301117287292
28,19,19_cb_advances,1757768301128286366
29,19,19_cb_advances,1757768301140613983
30,19,19_cb_advances,1757768301152195018
31,19,19_cb_advances,1757768301164046929
32,19,19_cb_advances,1757768301176129599
33,19,19_cb_advances,1757768301186741475
34,19,19_cb_advances,1757768301198265846
35,19,19_cb_advances,1757768301209297060
36,19,19_cb_advances,1757768301219930270
37,19,19_cb_advances,1757768301231611100
38,19,19_cb_advances,1757768301242779070
39,19,19_cb_advances,1757768301253274030
40,19,19_cb_advances,1757768301263036663
41,19,19_cb_advances,1757768301273553817
42,19,19_cb_advances,1757768301284142412
43,19,19_cb_advances,1757768301297107274
44,19,19_cb_advances,1757768301308554353
45,19,19_cb_advances,1757768301320622548
46,19,19_cb_advances,1757768301332304025
47,19,19_cb_advances,1757768301344149410
48,19,19_cb_advances,1757768301355406260
49,19,19_cb_advances,1757768301366549791
50,19,19_cb_advances,1757768301379705232
51,19,19_cb_advances,1757768301392099737
52,19,19_cb_advances,1757768301406036846
53,19,19_cb_advances,1757768301417382766
54,19,19_cb_advances,1757768301428422998
55,19,19_cb_advances,1757768301440441572
56,19,19_cb_advances,1757768301450411672
57,19,19_cb_advances,1757768301459303759
58,19,19_cb_advances,1757768301469267975
59,19,19_cb_advances,1757768301480486132
60,19,19_cb_advances,1757768301491508604
61,19,19_cb_advances,1757768301503209863
62,19,19_cb_advances,1757768301513976375
63,19,19_cb_advances,1757768301526931789
64,19,19_cb_advances,1757768301539838721
65,19,19_cb_advances,1757768301550884871
66,19,19_cb_advances,1757768301561189279
67,19,19_cb_advances,1757768301572484257
68,19,19_cb_advances,1757768301581630763
69,19,19_cb_advances,1757768301591746239
70,19,19_cb_advances,1757768301604655995
71,19,19_cb_advances,1757768301616444464
72,19,19_cb_advances,1757768301628203416
73,19,19_cb_advances,1757768301637591225
74,19,19_cb_advances,1757768301649444742
75,19,19_cb_advances,1757768301660655344
76,19,19_cb_advances,1757768301671315994
77,19,19_cb_advances,1757768301682257397
78,19,19_cb_advances,1757768301693191033
79,19,19_cb_advances,1757768301704058736
80,19,19_cb_advances,1757768301715595207
81,19,19_cb_advances,1757768301726253878
82,19,19_cb_advances,1757768301739100247
83,19,19_cb_advances,1757768301749964809
84,19,19_cb_advances,1757768301759142029
85,19,19_cb_advances,1757768301769750408
86,19,19_cb_advances,1757768301780569010
87,19,19_cb_advances,1757768301791036947
88,19,19_cb_advances,1757768301803332030
89,19,19_cb_advances,1757768301815132083
90,19,19_cb_advances,1757768301827179075
91,19,19_cb_advances,1757768301837852817
92,19,19_cb_advances,1757768301848478774
93,19,19_cb_advances,1757768301859072847
94,19,19_cb_advances,1757768301871270932
95,19,19_cb_advances,1757768301882934638
96,19,19_cb_advances,1757768301893957198
97,19,19_cb_advances,1757768301907070561
98,19,19_cb_advances,1757768301917238228
99,19,19_cb_advances,1757768301928774108
100,19,19_cb_advances,1757768301940601128
101,19,19_cb_advances,1757768301951437327
102,19,19_cb_advances,1757768301960398955
103,19,19_cb_advances,1757768301971006856
104,19,19_cb_advances,1757768301980668930
105,19,19_cb_advances,1757768301991619739
106,19,19_cb_advances,1757768302002670212
107,19,19_cb_advances,1757768302014256534
108,19,19_cb_advances,1757768302025240247
109,19,19_cb_advances,1757768302035803385
110,19,19_cb_advances,1757768302046052645
111,19,19_cb_advances,1757768302055484474
112,19,19_cb_advances,1757768302067020019
113,19,19_cb_advances,1757768302079141471
114,19,19_cb_advances,1757768302089087555
115,19,19_cb_advances,1757768302100879454
116,19,19_cb_advances,1757768302111129257
117,19,19_cb_advances,1757768302122620903
118,19,19_cb_advances,1757768302132758139
119,19,19_cb_advances,1757768302143770965
120,19,19_cb_advances,1757768302153912097
