t,step,label,ts
1,19,19_cb_advances,1757762682799844576
2,19,19_cb_advances,1757762682809535444
3,19,19_cb_advances,1757762682822160535
4,19,19_cb_advances,1757762682832933827
5,19,19_cb_advances,1757762682844002703
6,19,19_cb_advances,1757762682853114567
7,19,19_cb_advances,1757762682862154670
8,19,19_cb_advances,1757762682871148888
9,19,19_cb_advances,1757762682878991981
10,19,19_cb_advances,1757762682888549100
11,19,19_cb_advances,1757762682898783367
12,19,19_cb_advances,1757762682907187196
13,19,19_cb_advances,1757762682917180635
14,19,19_cb_advances,1757762682926406179
15,19,19_cb_advances,1757762682935774831
16,19,19_cb_advances,1757762682946536203
17,19,19_cb_advances,1757762682956343991
18,19,19_cb_advances,1757762682964316551
19,19,19_cb_advances,1757762682972986675
20,19,19_cb_advances,1757762682983054752
21,19,19_cb_advances,1757762682994138835
22,19,19_cb_advances,1757762683004647993
23,19,19_cb_advances,1757762683013653609
24,19,19_cb_advances,1757762683023136864
25,19,19_cb_advances,1757762683032564557
26,19,19_cb_advances,1757762683041503780
27,19,19_cb_advances,1757762683052105931
28,19,19_cb_advances,1757762683061946317
29,19,19_cb_advances,1757762683071484468
30,19,19_cb_advances,1757762683079648295
31,19,19_cb_advances,1757762683089647440
32,19,19_cb_advances,1757762683098043003
33,19,19_cb_advances,1757762683107781405
34,19,19_cb_advances,1757762683117576028
35,19,19_cb_advances,1757762683126365998
36,19,19_cb_advances,1757762683134249663
37,19,19_cb_advances,1757762683143616600
38,19,19_cb_advances,1757762683153645335
39,19,19_cb_advances,1757762683162594567
40,19,19_cb_advances,1757762683171094359
41,19,19_cb_advances,1757762683180134810
42,19,19_cb_advances,1757762683187756416
43,19,19_cb_advances,1757762683197606617
44,19,19_cb_advances,1757762683206631108
45,19,19_cb_advances,1757762683215943327
46,19,19_cb_advances,1757762683225624506
47,19,19_cb_advances,1757762683234410385
48,19,19_cb_advances,1757762683244943731
49,19,19_cb_advances,1757762683255285975
50,19,19_cb_advances,1757762683264820924
51,19,19_cb_advances,1757762683276013832
