t,step,label,ts
1,19,19_cb_advances,1757768349457243639
2,19,19_cb_advances,1757768349467370643
3,19,19_cb_advances,1757768349478338889
4,19,19_cb_advances,1757768349488565032
5,19,19_cb_advances,1757768349500252380
6,19,19_cb_advances,1757768349512107493
7,19,19_cb_advances,1757768349523396621
8,19,19_cb_advances,1757768349535085003
9,19,19_cb_advances,1757768349545957263
10,19,19_cb_advances,1757768349556597501
11,19,19_cb_advances,1757768349568336102
12,19,19_cb_advances,1757768349581331899
13,19,19_cb_advances,1757768349593358552
14,19,19_cb_advances,1757768349606913964
15,19,19_cb_advances,1757768349620376291
16,19,19_cb_advances,1757768349632582591
17,19,19_cb_advances,1757768349645227729
18,19,19_cb_advances,1757768349656983200
19,19,19_cb_advances,1757768349669061574
20,19,19_cb_advances,1757768349681699463
21,19,19_cb_advances,1757768349692530180
22,19,19_cb_advances,1757768349703726980
23,19,19_cb_advances,1757768349716200259
24,19,19_cb_advances,1757768349726560452
25,19,19_cb_advances,1757768349736802676
26,19,19_cb_advances,1757768349749100571
27,19,19_cb_advances,1757768349761083587
28,19,19_cb_advances,1757768349772510881
29,19,19_cb_advances,1757768349784014575
30,19,19_cb_advances,1757768349793497231
31,19,19_cb_advances,1757768349805250029
32,19,19_cb_advances,1757768349818108962
33,19,19_cb_advances,1757768349830458591
34,19,19_cb_advances,1757768349840374655
35,19,19_cb_advances,1757768349851001617
36,19,19_cb_advances,1757768349862986481
37,19,19_cb_advances,1757768349875345999
38,19,19_cb_advances,1757768349885996332
39,19,19_cb_advances,1757768349897354777
40,19,19_cb_advances,1757768349909176164
41,19,19_cb_advances,1757768349920158151
42,19,19_cb_advances,1757768349930414903
43,19,19_cb_advances,1757768349942271286
44,19,19_cb_advances,1757768349953292479
45,19,19_cb_advances,1757768349965995770
46,19,19_cb_advances,1757768349977840221
47,19,19_cb_advances,1757768349988456033
48,19,19_cb_advances,1757768349999469787
49,19,19_cb_advances,1757768350008750230
50,19,19_cb_advances,1757768350019684459
51,19,19_cb_advances,1757768350037774010
52,19,19_cb_advances,1757768350047006668
53,19,19_cb_advances,1757768350058650450
54,19,19_cb_advances,1757768350070897506
55,19,19_cb_advances,1757768350082430071
56,19,19_cb_advances,1757768350093980869
57,19,19_cb_advances,1757768350104989025
58,19,19_cb_advances,1757768350116200359
59,19,19_cb_advances,1757768350126859120
60,19,19_cb_advances,1757768350137331274
61,19,19_cb_advances,1757768350152412057
62,19,19_cb_advances,1757768350165210003
63,19,19_cb_advances,1757768350176763783
64,19,19_cb_advances,1757768350191571752
65,19,19_cb_advances,1757768350202092469
66,19,19_cb_advances,1757768350213127367
67,19,19_cb_advances,1757768350225134285
68,19,19_cb_advances,1757768350234948980
69,19,19_cb_advances,1757768350246540925
70,19,19_cb_advances,1757768350258087545
71,19,19_cb_advances,1757768350268574644
72,19,19_cb_advances,1757768350279277958
73,19,19_cb_advances,1757768350290725192
74,19,19_cb_advances,1757768350303922905
75,19,19_cb_advances,1757768350316553119
76,19,19_cb_advances,1757768350328309058
77,19,19_cb_advances,1757768350339692557
78,19,19_cb_advances,1757768350351992502
79,19,19_cb_advances,1757768350363158570
80,19,19_cb_advances,1757768350374969442
81,19,19_cb_advances,1757768350386236112
82,19,19_cb_advances,1757768350398154005
83,19,19_cb_advances,1757768350410652772
84,19,19_cb_advances,1757768350419968616
85,19,19_cb_advances,1757768350431498602
86,19,19_cb_advances,1757768350443465127
87,19,19_cb_advances,1757768350454727709
88,19,19_cb_advances,1757768350466801437
89,19,19_cb_advances,1757768350478590906
90,19,19_cb_advances,1757768350491002179
91,19,19_cb_advances,1757768350504038152
92,19,19_cb_advances,1757768350515373394
93,19,19_cb_advances,1757768350527166625
94,19,19_cb_advances,1757768350539075112
95,19,19_cb_advances,1757768350549454880
96,19,19_cb_advances,1757768350562175366
97,19,19_cb_advances,1757768350573387970
98,19,19_cb_advances,1757768350585161415
99,19,19_cb_advances,1757768350596838274
100,19,19_cb_advances,1757768350606261668
101,19,19_cb_advances,1757768350617359922
102,19,19_cb_advances,1757768350627166499
103,19,19_cb_advances,1757768350639661108
104,19,19_cb_advances,1757768350649836616
105,19,19_cb_advances,1757768350662039068
106,19,19_cb_advances,1757768350673138047
107,19,19_cb_advances,1757768350685492911
108,19,19_cb_advances,1757768350696240242
109,19,19_cb_advances,1757768350709296477
