t,step,label,ts
1,19,19_cb_advances,1757768135877494864
2,19,19_cb_advances,1757768135887734091
3,19,19_cb_advances,1757768135898649156
4,19,19_cb_advances,1757768135909563873
5,19,19_cb_advances,1757768135921348118
6,19,19_cb_advances,1757768135932720946
7,19,19_cb_advances,1757768135943425065
8,19,19_cb_advances,1757768135953613659
9,19,19_cb_advances,1757768135964963726
10,19,19_cb_advances,1757768135976405698
11,19,19_cb_advances,1757768135988098938
12,19,19_cb_advances,1757768136000970046
13,19,19_cb_advances,1757768136011036987
14,19,19_cb_advances,1757768136022966466
15,19,19_cb_advances,1757768136034692660
16,19,19_cb_advances,1757768136046043941
17,19,19_cb_advances,1757768136056513033
18,19,19_cb_advances,1757768136069236278
19,19,19_cb_advances,1757768136080705098
20,19,19_cb_advances,1757768136092634920
21,19,19_cb_advances,1757768136102052281
22,19,19_cb_advances,1757768136110700005
23,19,19_cb_advances,1757768136120744801
24,19,19_cb_advances,1757768136130123456
25,19,19_cb_advances,1757768136139503992
26,19,19_cb_advances,1757768136148342443
27,19,19_cb_advances,1757768136157612797
28,19,19_cb_advances,1757768136170329813
29,19,19_cb_advances,1757768136182167123
30,19,19_cb_advances,1757768136193284931
31,19,19_cb_advances,1757768136203778246
32,19,19_cb_advances,1757768136213970974
33,19,19_cb_advances,1757768136224408988
34,19,19_cb_advances,1757768136233871727
35,19,19_cb_advances,1757768136242848308
36,19,19_cb_advances,1757768136253922568
37,19,19_cb_advances,1757768136266668952
38,19,19_cb_advances,1757768136277384057
39,19,19_cb_advances,1757768136287793749
40,19,19_cb_advances,1757768136299886929
41,19,19_cb_advances,1757768136310895286
42,19,19_cb_advances,1757768136323216414
43,19,19_cb_advances,1757768136333483671
44,19,19_cb_advances,1757768136346892548
45,19,19_cb_advances,1757768136358364835
46,19,19_cb_advances,1757768136368326337
47,19,19_cb_advances,1757768136378604207
48,19,19_cb_advances,1757768136389913264
49,19,19_cb_advances,1757768136399028771
50,19,19_cb_advances,1757768136408043182
51,19,19_cb_advances,1757768136416934306
52,19,19_cb_advances,1757768136426722271
53,19,19_cb_advances,1757768136438362673
54,19,19_cb_advances,1757768136448800223
55,19,19_cb_advances,1757768136458665347
56,19,19_cb_advances,1757768136471602240
57,19,19_cb_advances,1757768136483065108
58,19,19_cb_advances,1757768136494721161
59,19,19_cb_advances,1757768136508546010
60,19,19_cb_advances,1757768136519978543
61,19,19_cb_advances,1757768136530454499
62,19,19_cb_advances,1757768136541502420
63,19,19_cb_advances,1757768136551478423
64,19,19_cb_advances,1757768136564516273
65,19,19_cb_advances,1757768136575344239
66,19,19_cb_advances,1757768136586317096
67,19,19_cb_advances,1757768136596781854
68,19,19_cb_advances,1757768136607024646
69,19,19_cb_advances,1757768136619807191
70,19,19_cb_advances,1757768136630895090
71,19,19_cb_advances,1757768136643935125
72,19,19_cb_advances,1757768136656730226
73,19,19_cb_advances,1757768136669559557
74,19,19_cb_advances,1757768136684413313
75,19,19_cb_advances,1757768136696577037
76,19,19_cb_advances,1757768136708879430
77,19,19_cb_advances,1757768136722567676
78,19,19_cb_advances,1757768136735138533
79,19,19_cb_advances,1757768136748790372
80,19,19_cb_advances,1757768136762510923
81,19,19_cb_advances,1757768136774168573
82,19,19_cb_advances,1757768136786085863
83,19,19_cb_advances,1757768136798404830
84,19,19_cb_advances,1757768136808782039
85,19,19_cb_advances,1757768136821558591
86,19,19_cb_advances,1757768136834416676
87,19,19_cb_advances,1757768136846380216
88,19,19_cb_advances,1757768136859612560
89,19,19_cb_advances,1757768136873363094
90,19,19_cb_advances,1757768136886704176
91,19,19_cb_advances,1757768136899706996
92,19,19_cb_advances,1757768136911627636
93,19,19_cb_advances,1757768136923186435
94,19,19_cb_advances,1757768136936783206
95,19,19_cb_advances,1757768136949486417
96,19,19_cb_advances,1757768136960904562
97,19,19_cb_advances,1757768136972194102
98,19,19_cb_advances,1757768136982818630
99,19,19_cb_advances,1757768136994529262
100,19,19_cb_advances,1757768137006668931
101,19,19_cb_advances,1757768137019097481
102,19,19_cb_advances,1757768137031866648
103,19,19_cb_advances,1757768137043874755
104,19,19_cb_advances,1757768137055511273
105,19,19_cb_advances,1757768137067388782
106,19,19_cb_advances,1757768137077582187
107,19,19_cb_advances,1757768137088618721
