t,step,label,ts
1,19,19_cb_advances,1757762604601973735
2,19,19_cb_advances,1757762604613407154
3,19,19_cb_advances,1757762604623547304
4,19,19_cb_advances,1757762604634695126
5,19,19_cb_advances,1757762604643862147
6,19,19_cb_advances,1757762604657733207
7,19,19_cb_advances,1757762604668680157
8,19,19_cb_advances,1757762604677929461
9,19,19_cb_advances,1757762604688331665
10,19,19_cb_advances,1757762604698260326
11,19,19_cb_advances,1757762604708336384
12,19,19_cb_advances,1757762604720182008
13,19,19_cb_advances,1757762604733572571
14,19,19_cb_advances,1757762604744217237
15,19,19_cb_advances,1757762604755845899
16,19,19_cb_advances,1757762604769856589
17,19,19_cb_advances,1757762604779246557
18,19,19_cb_advances,1757762604790981066
19,19,19_cb_advances,1757762604803418314
20,19,19_cb_advances,1757762604814127783
21,19,19_cb_advances,1757762604826420672
22,19,19_cb_advances,1757762604839452340
23,19,19_cb_advances,1757762604850480728
24,19,19_cb_advances,1757762604865343616
25,19,19_cb_advances,1757762604877990168
26,19,19_cb_advances,1757762604889729033
27,19,19_cb_advances,1757762604901384270
28,19,19_cb_advances,1757762604912005958
29,19,19_cb_advances,1757762604926418519
30,19,19_cb_advances,1757762604938355745
31,19,19_cb_advances,1757762604952288728
32,19,19_cb_advances,1757762604967375096
33,19,19_cb_advances,1757762604980859831
34,19,19_cb_advances,1757762604994970151
35,19,19_cb_advances,1757762605013442048
36,19,19_cb_advances,1757762605029362897
37,19,19_cb_advances,1757762605044540438
38,19,19_cb_advances,1757762605061341417
39,19,19_cb_advances,1757762605075645162
40,19,19_cb_advances,1757762605091220393
41,19,19_cb_advances,1757762605107488264
42,19,19_cb_advances,1757762605126379535
43,19,19_cb_advances,1757762605146347315
44,19,19_cb_advances,1757762605168048511
45,19,19_cb_advances,1757762605182329500
46,19,19_cb_advances,1757762605196632183
47,19,19_cb_advances,1757762605217046833
48,19,19_cb_advances,1757762605235537110
49,19,19_cb_advances,1757762605260671928
50,19,19_cb_advances,1757762605277309394
51,19,19_cb_advances,1757762605297648845
52,19,19_cb_advances,1757762605308872047
53,19,19_cb_advances,1757762605326964855
54,19,19_cb_advances,1757762605347566647
55,19,19_cb_advances,1757762605365057853
56,19,19_cb_advances,1757762605382014661
57,19,19_cb_advances,1757762605430126430
58,19,19_cb_advances,1757762605445301474
59,19,19_cb_advances,1757762605458544730
60,19,19_cb_advances,1757762605468639089
61,19,19_cb_advances,1757762605482125906
62,19,19_cb_advances,1757762605494246370
63,19,19_cb_advances,1757762605505424668
64,19,19_cb_advances,1757762605516928677
65,19,19_cb_advances,1757762605530589740
66,19,19_cb_advances,1757762605545523939
67,19,19_cb_advances,1757762605557269954
68,19,19_cb_advances,1757762605570401675
