t,step,label,ts
1,19,19_cb_advances,1757768289371677722
2,19,19_cb_advances,1757768289384460304
3,19,19_cb_advances,1757768289398932575
4,19,19_cb_advances,1757768289411297909
5,19,19_cb_advances,1757768289423079921
6,19,19_cb_advances,1757768289434435510
7,19,19_cb_advances,1757768289446333035
8,19,19_cb_advances,1757768289457706625
9,19,19_cb_advances,1757768289470186751
10,19,19_cb_advances,1757768289481632637
11,19,19_cb_advances,1757768289496050503
12,19,19_cb_advances,1757768289508641231
13,19,19_cb_advances,1757768289520037566
14,19,19_cb_advances,1757768289531163294
15,19,19_cb_advances,1757768289543112581
16,19,19_cb_advances,1757768289555080830
17,19,19_cb_advances,1757768289565171546
18,19,19_cb_advances,1757768289576531284
19,19,19_cb_advances,1757768289587546117
20,19,19_cb_advances,1757768289596811847
21,19,19_cb_advances,1757768289607838081
22,19,19_cb_advances,1757768289619372565
23,19,19_cb_advances,1757768289630197516
24,19,19_cb_advances,1757768289640069843
25,19,19_cb_advances,1757768289651058996
26,19,19_cb_advances,1757768289661968888
27,19,19_cb_advances,1757768289672160588
28,19,19_cb_advances,1757768289685363314
29,19,19_cb_advances,1757768289698282171
30,19,19_cb_advances,1757768289709750937
31,19,19_cb_advances,1757768289723960543
32,19,19_cb_advances,1757768289735216804
33,19,19_cb_advances,1757768289746094922
34,19,19_cb_advances,1757768289758497820
35,19,19_cb_advances,1757768289770612506
36,19,19_cb_advances,1757768289780607149
37,19,19_cb_advances,1757768289791968354
38,19,19_cb_advances,1757768289801403036
39,19,19_cb_advances,1757768289812133546
40,19,19_cb_advances,1757768289823146320
41,19,19_cb_advances,1757768289834742922
42,19,19_cb_advances,1757768289844800716
43,19,19_cb_advances,1757768289855754839
44,19,19_cb_advances,1757768289866190266
45,19,19_cb_advances,1757768289876527874
46,19,19_cb_advances,1757768289886977018
47,19,19_cb_advances,1757768289897234241
48,19,19_cb_advances,1757768289909410144
49,19,19_cb_advances,1757768289920497015
50,19,19_cb_advances,1757768289930102469
51,19,19_cb_advances,1757768289939670349
52,19,19_cb_advances,1757768289950826786
53,19,19_cb_advances,1757768289961878563
54,19,19_cb_advances,1757768289972762781
55,19,19_cb_advances,1757768289983684721
56,19,19_cb_advances,1757768289992930863
57,19,19_cb_advances,1757768290003136662
58,19,19_cb_advances,1757768290014553826
59,19,19_cb_advances,1757768290024555939
60,19,19_cb_advances,1757768290035202570
61,19,19_cb_advances,1757768290044728646
62,19,19_cb_advances,1757768290054269692
63,19,19_cb_advances,1757768290065726875
64,19,19_cb_advances,1757768290076435321
65,19,19_cb_advances,1757768290087183874
66,19,19_cb_advances,1757768290096288314
67,19,19_cb_advances,1757768290106261355
68,19,19_cb_advances,1757768290116309118
69,19,19_cb_advances,1757768290128157105
70,19,19_cb_advances,1757768290140553283
71,19,19_cb_advances,1757768290153670219
72,19,19_cb_advances,1757768290164228621
73,19,19_cb_advances,1757768290174449623
74,19,19_cb_advances,1757768290184602420
75,19,19_cb_advances,1757768290196575289
76,19,19_cb_advances,1757768290207049403
77,19,19_cb_advances,1757768290217606891
78,19,19_cb_advances,1757768290229511823
79,19,19_cb_advances,1757768290238604594
80,19,19_cb_advances,1757768290248013630
81,19,19_cb_advances,1757768290260330507
82,19,19_cb_advances,1757768290272038455
83,19,19_cb_advances,1757768290285302659
84,19,19_cb_advances,1757768290295436922
85,19,19_cb_advances,1757768290306654991
86,19,19_cb_advances,1757768290317359810
87,19,19_cb_advances,1757768290327628906
88,19,19_cb_advances,1757768290337711906
89,19,19_cb_advances,1757768290347224992
90,19,19_cb_advances,1757768290357830164
91,19,19_cb_advances,1757768290368069033
92,19,19_cb_advances,1757768290379098172
93,19,19_cb_advances,1757768290390850282
94,19,19_cb_advances,1757768290401045658
95,19,19_cb_advances,1757768290410809445
96,19,19_cb_advances,1757768290421029554
97,19,19_cb_advances,1757768290433743314
98,19,19_cb_advances,1757768290447392371
99,19,19_cb_advances,1757768290458510266
